2025-12-10 10:28:06 | INFO     | workers.CorePipelineStep4      | info                 | 🚀 Iniciando renombrado de archivos
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [5/273] PACK_8424.pdf (2 docs)
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [6/273] PACK_9124.pdf (3 docs)
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [7/273] PACK_9175.pdf (3 docs)
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [8/273] PACK_9179.pdf (3 docs)
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [9/273] PACK_9211.pdf (3 docs)
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:08 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [10/273] PACK_9212.pdf (3 docs)
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [11/273] PACK_9214.pdf (3 docs)
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [12/273] PACK_9277.pdf (3 docs)
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [13/273] PACK_9278.pdf (3 docs)
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [14/273] PACK_9290.pdf (3 docs)
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:09 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [15/273] PACK_9291.pdf (3 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [16/273] PACK_9292.pdf (1 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [17/273] PACK_9293.pdf (3 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [18/273] PACK_9296.pdf (3 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [19/273] PACK_9297.pdf (3 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [20/273] PACK_9300.pdf (1 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [21/273] PACK_9301.pdf (3 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [22/273] PACK_9302.pdf (1 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [23/273] PACK_9304.pdf (3 docs)
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:10 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [24/273] PACK_9305.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [25/273] PACK_9309.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [26/273] PACK_9310.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [27/273] PACK_9311.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [28/273] PACK_9312.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [29/273] PACK_9314.pdf (1 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [30/273] PACK_9315.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [31/273] PACK_9316.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [32/273] PACK_9317.pdf (3 docs)
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:11 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [33/273] PACK_9321.pdf (3 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [34/273] PACK_9368.pdf (3 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [35/273] PACK_9423.pdf (3 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [36/273] PACK_9464.pdf (1 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [37/273] PACK_9467.pdf (3 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [38/273] PACK_9468.pdf (3 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [39/273] PACK_9469.pdf (1 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [40/273] PACK_9470.pdf (1 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [41/273] PACK_9502.pdf (1 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [42/273] PACK_9503.pdf (3 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [43/273] PACK_9504.pdf (3 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [44/273] PACK_9505.pdf (1 docs)
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:12 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [45/273] PACK_9506.pdf (3 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [46/273] PACK_9507.pdf (3 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [47/273] PACK_9508.pdf (3 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [48/273] PACK_9509.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [49/273] PACK_9510.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [50/273] PACK_9511.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [51/273] PACK_9512.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [52/273] PACK_9513.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [53/273] PACK_9514.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [54/273] PACK_9515.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [55/273] PACK_9517.pdf (1 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [56/273] PACK_9518.pdf (3 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [57/273] PACK_9519.pdf (3 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [58/273] PACK_9520.pdf (3 docs)
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:13 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [59/273] PACK_9521.pdf (1 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [60/273] PACK_9522.pdf (3 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [61/273] PACK_9523.pdf (3 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [62/273] PACK_9525.pdf (1 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [63/273] PACK_9526.pdf (3 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [64/273] PACK_9527.pdf (3 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [65/273] PACK_9528.pdf (3 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [66/273] PACK_9550.pdf (3 docs)
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:14 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [67/273] PACK_9551.pdf (3 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [68/273] PACK_9552.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [69/273] PACK_9553.pdf (3 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [70/273] PACK_9554.pdf (3 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [71/273] PACK_9555.pdf (3 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [72/273] PACK_9557.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [73/273] PACK_9561.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [74/273] PACK_9562.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [75/273] PACK_9569.pdf (3 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [76/273] PACK_9571.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [77/273] PACK_9574.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [78/273] PACK_9575.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [79/273] PACK_9578.pdf (3 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [80/273] PACK_9581.pdf (1 docs)
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:15 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [81/273] PACK_9582.pdf (3 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [82/273] PACK_9584.pdf (1 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [83/273] PACK_9585.pdf (1 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [84/273] PACK_9587.pdf (3 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [85/273] PACK_9588.pdf (3 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [86/273] PACK_9589.pdf (3 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [87/273] PACK_9590.pdf (3 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [88/273] PACK_9591.pdf (3 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [89/273] PACK_9593.pdf (3 docs)
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:16 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [90/273] PACK_9594.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [91/273] PACK_9595.pdf (1 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [92/273] PACK_9596.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [93/273] PACK_9597.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [94/273] PACK_9598.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [95/273] PACK_9599.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [96/273] PACK_9600.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [97/273] PACK_9601.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [98/273] PACK_9602.pdf (3 docs)
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
2025-12-10 10:53:17 | INFO     | workers.CorePipelineStep5      | info                 |   📦 [99/273] PACK_9603.pdf (3 docs)
2025-12-10 10:53:18 | INFO     | workers.CorePipelineStep5      | info                 |      ✅ Pack generado
